College,Major,Program,Course Prefix,Course Name,Color
collegeofengineering,Materials Engineering,Materials Engineering,MATE 470,Selected Advanced Topics,#ffbf00
collegeofengineering,Materials Engineering,Materials Engineering,MATE 360,Metallurgical Materials Systems,#ffbf00
collegeofengineering,Materials Engineering,Materials Engineering,CE 204,Mechanics of Materials I,#ffbf00
collegeofengineering,Materials Engineering,Materials Engineering,MATE 480,Composite Materials Systems,#ffbf00
collegeofengineering,Materials Engineering,Materials Engineering,EE 251,Electric Circuits Laboratory,#ffbf00
collegeofengineering,Materials Engineering,Materials Engineering,MATE 215,Materials Laboratory I,#ffbf00
collegeofengineering,Materials Engineering,Materials Engineering,CHEM 466,Learning Assistant Seminar,#ffbf00
collegeofengineering,Materials Engineering,Materials Engineering,MATE 482,Senior Project I,#ffbf00
collegeofengineering,Materials Engineering,Materials Engineering,MATE 484,Senior Project III,#ffbf00
collegeofengineering,Materials Engineering,Materials Engineering,MATE 410,Nanoscale Engineering,#ffbf00
collegeofengineering,Materials Engineering,Materials Engineering,CE 207,Mechanics of Materials II,#ffbf00
collegeofengineering,Materials Engineering,Materials Engineering,HNRS/MATH 141,Calculus I (B4) 6,#ffbf00
collegeofengineering,Materials Engineering,Materials Engineering,ME 211,Engineering Statics,#ffbf00
collegeofengineering,Materials Engineering,Materials Engineering,MATE 550,Micro Systems,#ffbf00
collegeofengineering,Materials Engineering,Materials Engineering,MATE 571,Selected Advanced Laboratory,#ffbf00
collegeofengineering,Materials Engineering,Materials Engineering,IME 303,Project Organization and Management,#ffbf00
collegeofengineering,Materials Engineering,Materials Engineering,MATE 310,Noncrystalline Material Systems,#ffbf00
collegeofengineering,Materials Engineering,Materials Engineering,MATE 456,Materials for Electrochemical Energy Storage,#ffbf00
collegeofengineering,Materials Engineering,Materials Engineering,IME 315,Financial Decision Making for Engineers,#ffbf00
collegeofengineering,Materials Engineering,Materials Engineering,MATE 235,Materials Laboratory III,#ffbf00
collegeofengineering,Materials Engineering,Materials Engineering,EE 201,Electric Circuit Theory,#ffbf00
collegeofengineering,Materials Engineering,Materials Engineering,IME 144,Introduction to Design and Manufacturing,#ffbf00
collegeofengineering,Materials Engineering,Materials Engineering,MATE 420,Biopolymers and Bionanocomposites,#ffbf00
collegeofengineering,Materials Engineering,Materials Engineering,EE/PHYS 422,Polymer Electronics Laboratory,#ffbf00
collegeofengineering,Materials Engineering,Materials Engineering,BMED/MATE 530,Biomaterials,#ffbf00
collegeofengineering,Materials Engineering,Materials Engineering,MATE 460,Materials Selection in Mechanical Design,#ffbf00
collegeofengineering,Materials Engineering,Materials Engineering,HNRS/MATH 142,Calculus II (B4) 6,#ffbf00
collegeofengineering,Materials Engineering,Materials Engineering,HNRS 134/PHYS 141,General Physics IA (Area B Electives) 6,#ffbf00
collegeofengineering,Materials Engineering,Materials Engineering,PSC/UNIV 392,Appropriate Technology for the World's People: Design,#ffbf00
collegeofengineering,Materials Engineering,Materials Engineering,ME 212,Engineering Dynamics,#ffbf00
collegeofengineering,Materials Engineering,Materials Engineering,IME 326,Engineering Test Design and Analysis,#ffbf00
collegeofengineering,Materials Engineering,Materials Engineering,IME 421,Engineering Management,#ffbf00
collegeofengineering,Materials Engineering,Materials Engineering,PHYS 211,Modern Physics I,#ffbf00
collegeofengineering,Materials Engineering,Materials Engineering,BMED/MATE 435,Microfabrication Laboratory,#ffbf00
collegeofengineering,Materials Engineering,Materials Engineering,CSC 235,Fundamentals of Computer Science for Scientists and Engineers,#ffbf00
collegeofengineering,Materials Engineering,Materials Engineering,MATE 465,Ferrous Metallurgy,#ffbf00
collegeofengineering,Materials Engineering,Materials Engineering,BMED 310,Biomedical Engineering Measurement and Analysis,#ffbf00
collegeofengineering,Materials Engineering,Materials Engineering,ECON 221,Microeconomics,#ffbf00
collegeofengineering,Materials Engineering,Materials Engineering,MATE 445,Joining of Advanced Materials Laboratory,#ffbf00
collegeofengineering,Materials Engineering,Materials Engineering,MATE 450,Fracture and Failure Analysis,#ffbf00
collegeofengineering,Materials Engineering,Materials Engineering,NR 434,"Wood Properties, Products and Sustainable Uses",#ffbf00
collegeofengineering,Materials Engineering,Materials Engineering,MATE 232,"Materials, Ethics, and Society",#ffbf00
collegeofengineering,Materials Engineering,Materials Engineering,MATE 400,Special Problems for Advanced Undergraduates,#ffbf00
collegeofengineering,Materials Engineering,Materials Engineering,MATE 425,Corrosion Engineering,#ffbf00
collegeofengineering,Materials Engineering,Materials Engineering,MATE 490,Solidification and Densification,#ffbf00
collegeofengineering,Materials Engineering,Materials Engineering,MATE 210,Materials Engineering,#ffbf00
collegeofengineering,Materials Engineering,Materials Engineering,MATE 320,Materials Selection for the Life Cycle,#ffbf00
collegeofengineering,Materials Engineering,Materials Engineering,MATE 471,Selected Advanced Laboratory,#ffbf00
collegeofengineering,Materials Engineering,Materials Engineering,PHYS 412,Solid State Physics,#ffbf00
collegeofengineering,Materials Engineering,Materials Engineering,MATE 500,Individual Study,#ffbf00
collegeofengineering,Materials Engineering,Materials Engineering,CHEM 444,Polymers & Coatings I,#ffbf00
collegeofengineering,Materials Engineering,Materials Engineering,MATH 241,Calculus IV,#ffbf00
collegeofengineering,Materials Engineering,Materials Engineering,BUS 207,Legal Responsibilities of Business,#ffbf00
collegeofengineering,Materials Engineering,Materials Engineering,ITP 341,Packaging Polymers and Processing,#ffbf00
collegeofengineering,Materials Engineering,Materials Engineering,MATE 325,Transport Phenomena I,#ffbf00
collegeofengineering,Materials Engineering,Materials Engineering,BMED 434/MATE 430,Micro/Nano Fabrication,#ffbf00
collegeofengineering,Materials Engineering,Materials Engineering,MATH 244,Linear Analysis I,#ffbf00
collegeofengineering,Materials Engineering,Materials Engineering,MATE 280,Introduction to Materials Thermodynamics,#ffbf00
collegeofengineering,Materials Engineering,Materials Engineering,CHEM/MATE 446,Surface Chemistry of Materials,#ffbf00
collegeofengineering,Materials Engineering,Materials Engineering,MATE 130,Introduction to Materials Engineering Design III,#ffbf00
collegeofengineering,Materials Engineering,Materials Engineering,MATE 422,Ceramics and Glasses,#ffbf00
collegeofengineering,Materials Engineering,Materials Engineering,CHEM 447,Polymers and Coatings Laboratory I,#ffbf00
collegeofengineering,Materials Engineering,Materials Engineering,BIO 231,Human Anatomy and Physiology I,#ffbf00
collegeofengineering,Materials Engineering,Materials Engineering,MATE 326,Transport Phenomena II,#ffbf00
collegeofengineering,Materials Engineering,Materials Engineering,HNRS/PHYS 132,General Physics II,#ffbf00
collegeofengineering,Materials Engineering,Materials Engineering,CHEM 312,Survey of Organic Chemistry,#ffbf00
collegeofengineering,Materials Engineering,Materials Engineering,MATE 403,Computational Materials Analysis,#ffbf00
collegeofengineering,Materials Engineering,Materials Engineering,STAT 312,Statistical Methods for Engineers,#ffbf00
collegeofengineering,Materials Engineering,Materials Engineering,MATE 440,Welding Metallurgy and Joining of Advanced Materials,#ffbf00
collegeofengineering,Materials Engineering,Materials Engineering,STAT 321,Probability and Statistics for Engineers and Scientists,#ffbf00
collegeofengineering,Materials Engineering,Materials Engineering,CHEM 125,General Chemistry for Physical Science and Engineering II,#ffbf00
collegeofengineering,Materials Engineering,Materials Engineering,ME 341,Fluid Mechanics I,#ffbf00
collegeofengineering,Materials Engineering,Materials Engineering,BMED 420,Principles of Biomaterials Design,#ffbf00
collegeofengineering,Materials Engineering,Materials Engineering,MATE 570,Selected Advanced Topics,#ffbf00
collegeofengineering,Materials Engineering,Materials Engineering,MATE 370,Kinetics of Materials and Process Design,#ffbf00
collegeofengineering,Materials Engineering,Materials Engineering,BMED 550,Current and Evolving Topics in Biomedical Engineering,#ffbf00
collegeofengineering,Materials Engineering,Materials Engineering,MATE 402,Materials Characterization Theory,#ffbf00
collegeofengineering,Materials Engineering,Materials Engineering,IME 223,Process Improvement Fundamentals,#ffbf00
collegeofengineering,Materials Engineering,Materials Engineering,CSC 231,Programming for Engineering Students,#ffbf00
collegeofengineering,Materials Engineering,Materials Engineering,MATE 340,Electronic Materials Systems,#ffbf00
collegeofsciencemathematics,Mathematics,Mathematics,CPE/CSC 203,Project-Based Object-Oriented Programming and Design,#5cf7a6
collegeofsciencemathematics,Mathematics,Mathematics,MATH 452,Numerical Analysis II,#5cf7a6
collegeofsciencemathematics,Mathematics,Mathematics,STAT 418,Categorical Data Analysis,#5cf7a6
collegeofsciencemathematics,Mathematics,Mathematics,MATH 437,Game Theory,#5cf7a6
collegeofsciencemathematics,Mathematics,Mathematics,MATH 475,Advanced Topics in Mathematics,#5cf7a6
collegeofsciencemathematics,Mathematics,Mathematics,MATH 406,Linear Algebra III,#5cf7a6
collegeofsciencemathematics,Mathematics,Mathematics,MATH 413,Introduction to Analysis II,#5cf7a6
collegeofsciencemathematics,Mathematics,Mathematics,STAT 301,Statistics I,#5cf7a6
collegeofsciencemathematics,Mathematics,Mathematics,STAT 416,Statistical Analysis of Time Series,#5cf7a6
collegeofsciencemathematics,Mathematics,Mathematics,MATH 462,Senior Project II,#5cf7a6
collegeofsciencemathematics,Mathematics,Mathematics,STAT 323,Design and Analysis of Experiments I,#5cf7a6
collegeofsciencemathematics,Mathematics,Mathematics,ECON 408,Mathematical Economics,#5cf7a6
collegeofsciencemathematics,Mathematics,Mathematics,HNRS/MATH 143,Calculus III,#5cf7a6
collegeofsciencemathematics,Mathematics,Mathematics,MATH 475,Advanced Topics in Mathematics 3,#5cf7a6
collegeofsciencemathematics,Mathematics,Mathematics,MATH 344,Linear Analysis II,#5cf7a6
collegeofsciencemathematics,Mathematics,Mathematics,MATH 242,Differential Equations I,#5cf7a6
collegeofsciencemathematics,Mathematics,Mathematics,PHYS 417,Nonlinear Dynamical Systems,#5cf7a6
collegeofsciencemathematics,Mathematics,Mathematics,STAT 417,Survival Analysis Methods,#5cf7a6
collegeofsciencemathematics,Mathematics,Mathematics,MATH 408,Complex Analysis I,#5cf7a6
collegeofsciencemathematics,Mathematics,Mathematics,PHYS 322,Vibrations and Waves,#5cf7a6
collegeofsciencemathematics,Mathematics,Mathematics,PHYS 408,Electromagnetic Fields and Waves I,#5cf7a6
collegeofsciencemathematics,Mathematics,Mathematics,STAT 425,Probability Theory,#5cf7a6
collegeofsciencemathematics,Mathematics,Mathematics,MATH 442,Euclidean Geometry,#5cf7a6
collegeofsciencemathematics,Mathematics,Mathematics,MATH 412,Introduction to Analysis I,#5cf7a6
collegeofsciencemathematics,Mathematics,Mathematics,SCM 300,Early Field Experience 1,#5cf7a6
collegeofsciencemathematics,Mathematics,Mathematics,CSC 448,Bioinformatics Algorithms,#5cf7a6
collegeofsciencemathematics,Mathematics,Mathematics,ASTR 302,Stars and Galaxies,#5cf7a6
collegeofsciencemathematics,Mathematics,Mathematics,DATA 401,Data Science Process and Ethics,#5cf7a6
collegeofsciencemathematics,Mathematics,Mathematics,MATH 418,Partial Differential Equations,#5cf7a6
collegeofsciencemathematics,Mathematics,Mathematics,ME 302,Thermodynamics I,#5cf7a6
collegeofsciencemathematics,Mathematics,Mathematics,MATH 202,Orientation to Mathematics Major,#5cf7a6
collegeofsciencemathematics,Mathematics,Mathematics,MATH 483,Abstract Algebra III,#5cf7a6
collegeofsciencemathematics,Mathematics,Mathematics,DATA 301,Introduction to Data Science,#5cf7a6
collegeofsciencemathematics,Mathematics,Mathematics,STAT 421,Survey Sampling and Methodology,#5cf7a6
collegeofsciencemathematics,Mathematics,Mathematics,STAT 426,Estimation and Sampling Theory,#5cf7a6
collegeofsciencemathematics,Mathematics,Mathematics,PHYS 405,Quantum Mechanics I,#5cf7a6
collegeofsciencemathematics,Mathematics,Mathematics,HNRS/PHYS 132,General Physics II (B1 & B3),#5cf7a6
collegeofsciencemathematics,Mathematics,Mathematics,MATH 461,Senior Project I,#5cf7a6
collegeofsciencemathematics,Mathematics,Mathematics,MATH 541,Topology II,#5cf7a6
collegeofsciencemathematics,Mathematics,Mathematics,MATH 476,Advanced Topics in Applied Mathematics 3,#5cf7a6
collegeofsciencemathematics,Mathematics,Mathematics,MATH 423,Advanced Mathematics for Teaching,#5cf7a6
collegeofsciencemathematics,Mathematics,Mathematics,ME 211,Engineering Statics,#5cf7a6
collegeofsciencemathematics,Mathematics,Mathematics,MATH 306,Linear Algebra II,#5cf7a6
collegeofsciencemathematics,Mathematics,Mathematics,HNRS/MATH 142,Calculus II (GE Electives) 1,#5cf7a6
collegeofsciencemathematics,Mathematics,Mathematics,MATH 409,Complex Analysis II,#5cf7a6
collegeofsciencemathematics,Mathematics,Mathematics,STAT 302,Statistics II,#5cf7a6
collegeofsciencemathematics,Mathematics,Mathematics,MATH 414,Introduction to Analysis III,#5cf7a6
collegeofsciencemathematics,Mathematics,Mathematics,ECON 313,Intermediate Macroeconomics,#5cf7a6
collegeofsciencemathematics,Mathematics,Mathematics,CPE/CSC 101,Fundamentals of Computer Science,#5cf7a6
collegeofsciencemathematics,Mathematics,Mathematics,MATH 435,Discrete Mathematics with Applications I,#5cf7a6
collegeofsciencemathematics,Mathematics,Mathematics,ECON 403,Industrial Organization,#5cf7a6
collegeofsciencemathematics,Mathematics,Mathematics,MATH 404,Introduction to Differential Geometry,#5cf7a6
collegeofsciencemathematics,Mathematics,Mathematics,MATH 206,Linear Algebra I,#5cf7a6
collegeofsciencemathematics,Mathematics,Mathematics,PHYS 323,Optics,#5cf7a6
collegeofsciencemathematics,Mathematics,Mathematics,STAT 427,Mathematical Statistics,#5cf7a6
collegeofsciencemathematics,Mathematics,Mathematics,MATH 470,Selected Advanced Topics,#5cf7a6
collegeofsciencemathematics,Mathematics,Mathematics,MATH 300,Technology in Mathematics Education,#5cf7a6
collegeofsciencemathematics,Mathematics,Mathematics,PHYS 306,Classical Mechanics II,#5cf7a6
collegeofsciencemathematics,Mathematics,Mathematics,ME 212,Engineering Dynamics,#5cf7a6
collegeofsciencemathematics,Mathematics,Mathematics,MATH 304,Vector Analysis,#5cf7a6
collegeofsciencemathematics,Mathematics,Mathematics,PHYS 211,Modern Physics I,#5cf7a6
collegeofsciencemathematics,Mathematics,Mathematics,MATH 248,Methods of Proof in Mathematics,#5cf7a6
collegeofsciencemathematics,Mathematics,Mathematics,MATH 451,Numerical Analysis I,#5cf7a6
collegeofsciencemathematics,Mathematics,Mathematics,MATH 460,Senior Project Applied Seminar,#5cf7a6
collegeofsciencemathematics,Mathematics,Mathematics,PHYS 314,Ocean Dynamics,#5cf7a6
collegeofsciencemathematics,Mathematics,Mathematics,MATH 350,Mathematical Software,#5cf7a6
collegeofsciencemathematics,Mathematics,Mathematics,ASTR 326,Cosmology,#5cf7a6
collegeofsciencemathematics,Mathematics,Mathematics,STAT 331,Statistical Computing with R,#5cf7a6
collegeofsciencemathematics,Mathematics,Mathematics,ECON 311,Intermediate Microeconomics I,#5cf7a6
collegeofsciencemathematics,Mathematics,Mathematics,ECON 409,Probability Models for Economic Decisions,#5cf7a6
collegeofsciencemathematics,Mathematics,Mathematics,ASTR 301,Planetary Systems,#5cf7a6
collegeofsciencemathematics,Mathematics,Mathematics,CSC 225,Introduction to Computer Organization,#5cf7a6
collegeofsciencemathematics,Mathematics,Mathematics,CSC 365,Introduction to Database Systems,#5cf7a6
collegeofsciencemathematics,Mathematics,Mathematics,MATH 335,Graph Theory,#5cf7a6
collegeofsciencemathematics,Mathematics,Mathematics,PHYS 305,Classical Mechanics I,#5cf7a6
collegeofsciencemathematics,Mathematics,Mathematics,PHYS 318,Special Theory of Relativity,#5cf7a6
collegeofsciencemathematics,Mathematics,Mathematics,PHYS 412,Solid State Physics,#5cf7a6
collegeofsciencemathematics,Mathematics,Mathematics,STAT 330,Statistical Computing with SAS,#5cf7a6
collegeofsciencemathematics,Mathematics,Mathematics,STAT 423,Design and Analysis of Experiments II,#5cf7a6
collegeofsciencemathematics,Mathematics,Mathematics,MATH 241,Calculus IV,#5cf7a6
collegeofsciencemathematics,Mathematics,Mathematics,MATH 416,Differential Equations II,#5cf7a6
collegeofsciencemathematics,Mathematics,Mathematics,CPE/CSC 202,Data Structures,#5cf7a6
collegeofsciencemathematics,Mathematics,Mathematics,PHYS 301,Thermal Physics I,#5cf7a6
collegeofsciencemathematics,Mathematics,Mathematics,ECON 312,Intermediate Microeconomics II,#5cf7a6
collegeofsciencemathematics,Mathematics,Mathematics,MATH 336,Combinatorial Math,#5cf7a6
collegeofsciencemathematics,Mathematics,Mathematics,MATH 482,Abstract Algebra II,#5cf7a6
collegeofsciencemathematics,Mathematics,Mathematics,CPE/CSC 357,Systems Programming,#5cf7a6
collegeofsciencemathematics,Mathematics,Mathematics,ME 326,Intermediate Dynamics,#5cf7a6
collegeofsciencemathematics,Mathematics,Mathematics,CSC 349,Design and  Analysis of Algorithms,#5cf7a6
collegeofsciencemathematics,Mathematics,Mathematics,MATH 459,Senior Project Seminar,#5cf7a6
collegeofsciencemathematics,Mathematics,Mathematics,PHYS 133,General Physics III (B1 & B3),#5cf7a6
collegeofsciencemathematics,Mathematics,Mathematics,PHYS 313,Introduction to Atmospheric Physics,#5cf7a6
collegeofsciencemathematics,Mathematics,Mathematics,STAT 305,Introduction to Probability and Simulation,#5cf7a6
collegeofsciencemathematics,Mathematics,Mathematics,HNRS/MATH 141,Calculus I (B4) 1,#5cf7a6
collegeofsciencemathematics,Mathematics,Mathematics,HNRS/PHYS 132,General Physics II,#5cf7a6
collegeofsciencemathematics,Mathematics,Mathematics,HNRS 134/PHYS 141,General Physics IA,#5cf7a6
collegeofsciencemathematics,Mathematics,Mathematics,MATH 481,Abstract Algebra I,#5cf7a6
collegeofsciencemathematics,Mathematics,Mathematics,DATA 403,Data Science Projects Laboratory,#5cf7a6
collegeofsciencemathematics,Mathematics,Mathematics,MATH 419,Introduction to the History of Mathematics,#5cf7a6
collegeofsciencemathematics,Mathematics,Mathematics,MATH 453,Numerical Optimization,#5cf7a6
collegeofsciencemathematics,Mathematics,Mathematics,MATH 476,Advanced Topics in Applied Mathematics,#5cf7a6
collegeofsciencemathematics,Mathematics,Mathematics,ME 341,Fluid Mechanics I,#5cf7a6
collegeofsciencemathematics,Mathematics,Mathematics,MATH 443,Modern Geometries,#5cf7a6
collegeofsciencemathematics,Mathematics,Mathematics,MATH 341,Theory of Numbers,#5cf7a6
collegeofsciencemathematics,Mathematics,Mathematics,MATH 531,Discrete Mathematics with Applications II,#5cf7a6
collegeofsciencemathematics,Mathematics,Mathematics,STAT 334,Applied Linear Models,#5cf7a6
collegeofsciencemathematics,Mathematics,Mathematics,MATH 440,Topology I,#5cf7a6
collegeofsciencemathematics,Mathematics,Mathematics,STAT 419,Applied Multivariate Statistics,#5cf7a6
collegeofengineering,Mechanical Engineering,Mechanical Engineering,ME 444,Combustion Engine Design,#ffbf00
collegeofengineering,Mechanical Engineering,Mechanical Engineering,ME 163,Freshmen Orientation to Mechanical Engineering 1,#ffbf00
collegeofengineering,Mechanical Engineering,Mechanical Engineering,EE 295,Energy Conversion Electromagnetics Laboratory,#ffbf00
collegeofengineering,Mechanical Engineering,Mechanical Engineering,IME 356,Manufacturing Automation,#ffbf00
collegeofengineering,Mechanical Engineering,Mechanical Engineering,ME 318,Mechanical Vibrations,#ffbf00
collegeofengineering,Mechanical Engineering,Mechanical Engineering,IME 430,Quality Engineering,#ffbf00
collegeofengineering,Mechanical Engineering,Mechanical Engineering,ME 329,Mechanical Systems Design,#ffbf00
collegeofengineering,Mechanical Engineering,Mechanical Engineering,ME 437,Nuclear Energy Power Generation,#ffbf00
collegeofengineering,Mechanical Engineering,Mechanical Engineering,ME 429,Senior Design Project II 1,#ffbf00
collegeofengineering,Mechanical Engineering,Mechanical Engineering,CE 513/ME 503,Inelastic Stress Analysis,#ffbf00
collegeofengineering,Mechanical Engineering,Mechanical Engineering,ME 517,Advanced Vibrations,#ffbf00
collegeofengineering,Mechanical Engineering,Mechanical Engineering,ME 423,Robotics: Fundamentals and Applications,#ffbf00
collegeofengineering,Mechanical Engineering,Mechanical Engineering,ME 412,Composite Materials Analysis and Design,#ffbf00
collegeofengineering,Mechanical Engineering,Mechanical Engineering,IME 335,Computer-Aided Manufacturing I,#ffbf00
collegeofengineering,Mechanical Engineering,Mechanical Engineering,IME 141,Manufacturing Processes: Net Shape,#ffbf00
collegeofengineering,Mechanical Engineering,Mechanical Engineering,ME 439,Nuclear Power Plant Operations,#ffbf00
collegeofengineering,Mechanical Engineering,Mechanical Engineering,ME 443,Turbomachinery,#ffbf00
collegeofengineering,Mechanical Engineering,Mechanical Engineering,PHYS 133,General Physics III,#ffbf00
collegeofengineering,Mechanical Engineering,Mechanical Engineering,ME 552,Advanced Heat Transfer I,#ffbf00
collegeofengineering,Mechanical Engineering,Mechanical Engineering,ME 161,Introduction to Composite Materials Manufacturing,#ffbf00
collegeofengineering,Mechanical Engineering,Mechanical Engineering,IME 543,Applied Human Factors,#ffbf00
collegeofengineering,Mechanical Engineering,Mechanical Engineering,ME 416,Ground Vehicle Dynamics and Design,#ffbf00
collegeofengineering,Mechanical Engineering,Mechanical Engineering,BMED/KINE/ME 409,Interdisciplinary Study in Biomechanics,#ffbf00
collegeofengineering,Mechanical Engineering,Mechanical Engineering,ME 434,Enhanced Oil Recovery,#ffbf00
collegeofengineering,Mechanical Engineering,Mechanical Engineering,ME 553,Advanced Heat Transfer II,#ffbf00
collegeofengineering,Mechanical Engineering,Mechanical Engineering,IME 418,Product-Process Design,#ffbf00
collegeofengineering,Mechanical Engineering,Mechanical Engineering,ME 435,Drilling Engineering,#ffbf00
collegeofengineering,Mechanical Engineering,Mechanical Engineering,ME 418,Implementation of Mechanical Controls,#ffbf00
collegeofengineering,Mechanical Engineering,Mechanical Engineering,ME 455,Introduction to Building Energy Modeling,#ffbf00
collegeofengineering,Mechanical Engineering,Mechanical Engineering,MATH 344,Linear Analysis II (Upper-Division B) 3,#ffbf00
collegeofengineering,Mechanical Engineering,Mechanical Engineering,IME 146,Subtractive Manufacturing Processes for Mechanical Designs II,#ffbf00
collegeofengineering,Mechanical Engineering,Mechanical Engineering,ME 428,Senior Design Project I,#ffbf00
collegeofengineering,Mechanical Engineering,Mechanical Engineering,CE 204,Mechanics of Materials I 2,#ffbf00
collegeofengineering,Mechanical Engineering,Mechanical Engineering,EE 251,Electric Circuits Laboratory,#ffbf00
collegeofengineering,Mechanical Engineering,Mechanical Engineering,ME 430,Senior Design Project III,#ffbf00
collegeofengineering,Mechanical Engineering,Mechanical Engineering,HNRS 134/PHYS 141,General Physics IA (Area B Electives) 3,#ffbf00
collegeofengineering,Mechanical Engineering,Mechanical Engineering,ME 328,Design for Strength and Stiffness,#ffbf00
collegeofengineering,Mechanical Engineering,Mechanical Engineering,CE/ME 504,Finite Element Analysis,#ffbf00
collegeofengineering,Mechanical Engineering,Mechanical Engineering,ME 302,Thermodynamics I,#ffbf00
collegeofengineering,Mechanical Engineering,Mechanical Engineering,ME 506,System Dynamics,#ffbf00
collegeofengineering,Mechanical Engineering,Mechanical Engineering,ME 542,Dynamics and Thermodynamics of Compressible Flow,#ffbf00
collegeofengineering,Mechanical Engineering,Mechanical Engineering,BMED 434/EE 423/MATE 430,Micro/Nano Fabrication,#ffbf00
collegeofengineering,Mechanical Engineering,Mechanical Engineering,ME 436,Petroleum Production Engineering,#ffbf00
collegeofengineering,Mechanical Engineering,Mechanical Engineering,IME 327,Test Design and Analysis in Manufacturing Engineering,#ffbf00
collegeofengineering,Mechanical Engineering,Mechanical Engineering,MATE 215,Materials Laboratory I,#ffbf00
collegeofengineering,Mechanical Engineering,Mechanical Engineering,EE 321,Electronics,#ffbf00
collegeofengineering,Mechanical Engineering,Mechanical Engineering,CE 207,Mechanics of Materials II 2,#ffbf00
collegeofengineering,Mechanical Engineering,Mechanical Engineering,CE/ME 404,Applied Finite Element Analysis,#ffbf00
collegeofengineering,Mechanical Engineering,Mechanical Engineering,IME 527,Design of Experiments,#ffbf00
collegeofengineering,Mechanical Engineering,Mechanical Engineering,ME 419,Advanced Control Systems,#ffbf00
collegeofengineering,Mechanical Engineering,Mechanical Engineering,IME 142,Manufacturing Processes: Materials Joining,#ffbf00
collegeofengineering,Mechanical Engineering,Mechanical Engineering,IME 457,Advanced Electronic Manufacturing,#ffbf00
collegeofengineering,Mechanical Engineering,Mechanical Engineering,ME 454,Benchmarking and Assessment of Building Energy Performance,#ffbf00
collegeofengineering,Mechanical Engineering,Mechanical Engineering,ME 211,Engineering Statics,#ffbf00
collegeofengineering,Mechanical Engineering,Mechanical Engineering,IME 428,Engineering Metrology,#ffbf00
collegeofengineering,Mechanical Engineering,Mechanical Engineering,IME 330,Fundamentals of Manufacturing Engineering,#ffbf00
collegeofengineering,Mechanical Engineering,Mechanical Engineering,ME 556,Advanced Heat Transfer III,#ffbf00
collegeofengineering,Mechanical Engineering,Mechanical Engineering,ME 234,Philosophy of Design,#ffbf00
collegeofengineering,Mechanical Engineering,Mechanical Engineering,ME 410,Experimental Methods in Mechanical Design I,#ffbf00
collegeofengineering,Mechanical Engineering,Mechanical Engineering,ME 457,Refrigeration Principles and Design,#ffbf00
collegeofengineering,Mechanical Engineering,Mechanical Engineering,ME 459,HVAC Senior Design Project I,#ffbf00
collegeofengineering,Mechanical Engineering,Mechanical Engineering,EE 201,Electric Circuit Theory,#ffbf00
collegeofengineering,Mechanical Engineering,Mechanical Engineering,ME 359,Fundamentals of HVAC Systems,#ffbf00
collegeofengineering,Mechanical Engineering,Mechanical Engineering,MATE 435/473/BMED/EE,Microfabrication Laboratory,#ffbf00
collegeofengineering,Mechanical Engineering,Mechanical Engineering,ME 343,Heat Transfer,#ffbf00
collegeofengineering,Mechanical Engineering,Mechanical Engineering,ME 212,Engineering Dynamics,#ffbf00
collegeofengineering,Mechanical Engineering,Mechanical Engineering,ME 429,Senior Design Project II,#ffbf00
collegeofengineering,Mechanical Engineering,Mechanical Engineering,IME 330,Fundamentals of Manufacturing Engineering 2,#ffbf00
collegeofengineering,Mechanical Engineering,Mechanical Engineering,HNRS/MATH 142,Calculus II (B4) 3,#ffbf00
collegeofengineering,Mechanical Engineering,Mechanical Engineering,ME 251,Introduction to Detailed Design with Solid Modeling,#ffbf00
collegeofengineering,Mechanical Engineering,Mechanical Engineering,ME 415,Energy Conversion,#ffbf00
collegeofengineering,Mechanical Engineering,Mechanical Engineering,ME 305,Introduction to Mechatronics,#ffbf00
collegeofengineering,Mechanical Engineering,Mechanical Engineering,ME 554,Computational Heat Transfer,#ffbf00
collegeofengineering,Mechanical Engineering,Mechanical Engineering,ME 540,Viscous Flow,#ffbf00
collegeofengineering,Mechanical Engineering,Mechanical Engineering,ME 130,Introduction to Mechanical Engineering III 1,#ffbf00
collegeofengineering,Mechanical Engineering,Mechanical Engineering,ME 401,Stress Analysis,#ffbf00
collegeofengineering,Mechanical Engineering,Mechanical Engineering,ME 236,Measurement and Engineering Data Analysis,#ffbf00
collegeofengineering,Mechanical Engineering,Mechanical Engineering,EE 420,Sustainable Electric Energy Conversion,#ffbf00
collegeofengineering,Mechanical Engineering,Mechanical Engineering,IME/MATE 458,Microelectronics and Electronics Packaging,#ffbf00
collegeofengineering,Mechanical Engineering,Mechanical Engineering,MATE 445,Joining of Advanced Materials Laboratory,#ffbf00
collegeofengineering,Mechanical Engineering,Mechanical Engineering,IME 432,Additive Manufacturing,#ffbf00
collegeofengineering,Mechanical Engineering,Mechanical Engineering,IME/MATE 458,Microelectronics and Electronics Packaging 2,#ffbf00
collegeofengineering,Mechanical Engineering,Mechanical Engineering,ME 402,Orthopedic Biomechanics,#ffbf00
collegeofengineering,Mechanical Engineering,Mechanical Engineering,MATE 210,Materials Engineering,#ffbf00
collegeofengineering,Mechanical Engineering,Mechanical Engineering,MATH 241,Calculus IV,#ffbf00
collegeofengineering,Mechanical Engineering,Mechanical Engineering,HNRS/MATH 143,Calculus III (Area B Electives) 3,#ffbf00
