College,Major,Program,Course Prefix,Course Name,Color
interdisciplinaryprograms,Liberal Arts and Engineering Studies,Liberal Arts and Engineering Studies,CSC 484,User-Centered Interface Design and Development,#ff4d00
interdisciplinaryprograms,Liberal Arts and Engineering Studies,Liberal Arts and Engineering Studies,CPE/CSC 123,Introduction to Computing,#ff4d00
interdisciplinaryprograms,Liberal Arts and Engineering Studies,Liberal Arts and Engineering Studies,GRC 329,Printed Electronics and Product Development,#ff4d00
interdisciplinaryprograms,Liberal Arts and Engineering Studies,Liberal Arts and Engineering Studies,TH 227,Theatre History I,#ff4d00
interdisciplinaryprograms,Liberal Arts and Engineering Studies,Liberal Arts and Engineering Studies,HNRS/MATH 143,Calculus III,#ff4d00
interdisciplinaryprograms,Liberal Arts and Engineering Studies,Liberal Arts and Engineering Studies,EE 241,Electric Circuit Analysis Laboratory II,#ff4d00
interdisciplinaryprograms,Liberal Arts and Engineering Studies,Liberal Arts and Engineering Studies,IME 420,Simulation,#ff4d00
interdisciplinaryprograms,Liberal Arts and Engineering Studies,Liberal Arts and Engineering Studies,ENGL 371,Film Styles and Genres,#ff4d00
interdisciplinaryprograms,Liberal Arts and Engineering Studies,Liberal Arts and Engineering Studies,TH 210,Introduction to Theatre,#ff4d00
interdisciplinaryprograms,Liberal Arts and Engineering Studies,Liberal Arts and Engineering Studies,GRC 211,Materials for Graphic Communication Applications,#ff4d00
interdisciplinaryprograms,Liberal Arts and Engineering Studies,Liberal Arts and Engineering Studies,STAT 312,Statistical Methods for Engineers (Upper-Division B) 1,#ff4d00
interdisciplinaryprograms,Liberal Arts and Engineering Studies,Liberal Arts and Engineering Studies,ENGL 310,Corporate Communication,#ff4d00
interdisciplinaryprograms,Liberal Arts and Engineering Studies,Liberal Arts and Engineering Studies,EE 335,Electromagnetic Fields and Transmission,#ff4d00
interdisciplinaryprograms,Liberal Arts and Engineering Studies,Liberal Arts and Engineering Studies,HNRS/ISLA 320,"Topics and Issues in Values, Media and Culture",#ff4d00
interdisciplinaryprograms,Liberal Arts and Engineering Studies,Liberal Arts and Engineering Studies,PHYS 133,General Physics III,#ff4d00
interdisciplinaryprograms,Liberal Arts and Engineering Studies,Liberal Arts and Engineering Studies,LAES 461,Senior Project in Liberal Arts and Engineering Studies,#ff4d00
interdisciplinaryprograms,Liberal Arts and Engineering Studies,Liberal Arts and Engineering Studies,IME 101,Introduction to Industrial and Manufacturing Engineering,#ff4d00
interdisciplinaryprograms,Liberal Arts and Engineering Studies,Liberal Arts and Engineering Studies,EE 211,Electric Circuit Analysis II,#ff4d00
interdisciplinaryprograms,Liberal Arts and Engineering Studies,Liberal Arts and Engineering Studies,COMS 317,Technology and Human Communication,#ff4d00
interdisciplinaryprograms,Liberal Arts and Engineering Studies,Liberal Arts and Engineering Studies,EE 212,Electric Circuit Analysis III,#ff4d00
interdisciplinaryprograms,Liberal Arts and Engineering Studies,Liberal Arts and Engineering Studies,EE 375,Electromagnetic Fields and Transmission Laboratory,#ff4d00
interdisciplinaryprograms,Liberal Arts and Engineering Studies,Liberal Arts and Engineering Studies,ENGL 411,New Media Arts I,#ff4d00
interdisciplinaryprograms,Liberal Arts and Engineering Studies,Liberal Arts and Engineering Studies,ENGL 372,Film Directors,#ff4d00
interdisciplinaryprograms,Liberal Arts and Engineering Studies,Liberal Arts and Engineering Studies,GRC 402,Digital Printing and Emerging Technologies in Graphic Communication,#ff4d00
interdisciplinaryprograms,Liberal Arts and Engineering Studies,Liberal Arts and Engineering Studies,TH 430,Scenic Design,#ff4d00
interdisciplinaryprograms,Liberal Arts and Engineering Studies,Liberal Arts and Engineering Studies,ENGL 319,Information Design and Production,#ff4d00
interdisciplinaryprograms,Liberal Arts and Engineering Studies,Liberal Arts and Engineering Studies,GRC 328,Offset Printing Technology,#ff4d00
interdisciplinaryprograms,Liberal Arts and Engineering Studies,Liberal Arts and Engineering Studies,TH 390,Global Theatre and Performance,#ff4d00
interdisciplinaryprograms,Liberal Arts and Engineering Studies,Liberal Arts and Engineering Studies,TH 330,Stagecraft II,#ff4d00
interdisciplinaryprograms,Liberal Arts and Engineering Studies,Liberal Arts and Engineering Studies,IME 303,Project Organization and Management,#ff4d00
interdisciplinaryprograms,Liberal Arts and Engineering Studies,Liberal Arts and Engineering Studies,HNRS/MATH 142,Calculus II (GE Electives) 1,#ff4d00
interdisciplinaryprograms,Liberal Arts and Engineering Studies,Liberal Arts and Engineering Studies,EE 111,Introduction to Electrical Engineering,#ff4d00
interdisciplinaryprograms,Liberal Arts and Engineering Studies,Liberal Arts and Engineering Studies,CPE/CSC 101,Fundamentals of Computer Science,#ff4d00
interdisciplinaryprograms,Liberal Arts and Engineering Studies,Liberal Arts and Engineering Studies,IME 326,Engineering Test Design and Analysis,#ff4d00
interdisciplinaryprograms,Liberal Arts and Engineering Studies,Liberal Arts and Engineering Studies,CSC 486,Human-Computer Interaction Theory and Design,#ff4d00
interdisciplinaryprograms,Liberal Arts and Engineering Studies,Liberal Arts and Engineering Studies,COMS 213,Organizational Communication,#ff4d00
interdisciplinaryprograms,Liberal Arts and Engineering Studies,Liberal Arts and Engineering Studies,ENGL 412,New Media Arts II,#ff4d00
interdisciplinaryprograms,Liberal Arts and Engineering Studies,Liberal Arts and Engineering Studies,COMS 385,Media Criticism,#ff4d00
interdisciplinaryprograms,Liberal Arts and Engineering Studies,Liberal Arts and Engineering Studies,CSC 225,Introduction to Computer Organization,#ff4d00
interdisciplinaryprograms,Liberal Arts and Engineering Studies,Liberal Arts and Engineering Studies,POLS 470,Selected Advanced Topics,#ff4d00
interdisciplinaryprograms,Liberal Arts and Engineering Studies,Liberal Arts and Engineering Studies,COMS 384,Media Effects,#ff4d00
interdisciplinaryprograms,Liberal Arts and Engineering Studies,Liberal Arts and Engineering Studies,EE 242,Electric Circuit Analysis Laboratory III,#ff4d00
interdisciplinaryprograms,Liberal Arts and Engineering Studies,Liberal Arts and Engineering Studies,GRC 101,Introduction to Graphic Communication,#ff4d00
interdisciplinaryprograms,Liberal Arts and Engineering Studies,Liberal Arts and Engineering Studies,CPE/CSC 202,Data Structures,#ff4d00
interdisciplinaryprograms,Liberal Arts and Engineering Studies,Liberal Arts and Engineering Studies,MATH 241,Calculus IV,#ff4d00
interdisciplinaryprograms,Liberal Arts and Engineering Studies,Liberal Arts and Engineering Studies,IME 319,Human Factors Engineering,#ff4d00
interdisciplinaryprograms,Liberal Arts and Engineering Studies,Liberal Arts and Engineering Studies,EE 444,Power Systems Laboratory,#ff4d00
interdisciplinaryprograms,Liberal Arts and Engineering Studies,Liberal Arts and Engineering Studies,MATH 244,Linear Analysis I,#ff4d00
interdisciplinaryprograms,Liberal Arts and Engineering Studies,Liberal Arts and Engineering Studies,CHEM 124,General Chemistry for Physical Science and Engineering I (B1 & B3) 1,#ff4d00
interdisciplinaryprograms,Liberal Arts and Engineering Studies,Liberal Arts and Engineering Studies,CPE/CSC 357,Systems Programming,#ff4d00
interdisciplinaryprograms,Liberal Arts and Engineering Studies,Liberal Arts and Engineering Studies,CPE/CSC 471,Introduction to Computer Graphics,#ff4d00
interdisciplinaryprograms,Liberal Arts and Engineering Studies,Liberal Arts and Engineering Studies,EE 406,Power Systems Analysis I,#ff4d00
interdisciplinaryprograms,Liberal Arts and Engineering Studies,Liberal Arts and Engineering Studies,EE 151,Introduction to Electrical Engineering Laboratory,#ff4d00
interdisciplinaryprograms,Liberal Arts and Engineering Studies,Liberal Arts and Engineering Studies,ENGL 317,Technical Editing,#ff4d00
interdisciplinaryprograms,Liberal Arts and Engineering Studies,Liberal Arts and Engineering Studies,EE 255,Energy Conversion Electromagnetics,#ff4d00
interdisciplinaryprograms,Liberal Arts and Engineering Studies,Liberal Arts and Engineering Studies,LAES 301,Project-Based Learning in Liberal Arts and Engineering Studies,#ff4d00
interdisciplinaryprograms,Liberal Arts and Engineering Studies,Liberal Arts and Engineering Studies,TH 220,Acting I,#ff4d00
interdisciplinaryprograms,Liberal Arts and Engineering Studies,Liberal Arts and Engineering Studies,TH 230,Stagecraft I,#ff4d00
interdisciplinaryprograms,Liberal Arts and Engineering Studies,Liberal Arts and Engineering Studies,LAES 462,Capstone Senior Seminar in Liberal Arts and Engineering Studies,#ff4d00
interdisciplinaryprograms,Liberal Arts and Engineering Studies,Liberal Arts and Engineering Studies,HNRS/MATH 141,Calculus I (B4) 1,#ff4d00
interdisciplinaryprograms,Liberal Arts and Engineering Studies,Liberal Arts and Engineering Studies,GRC 316,Flexographic Printing Technology,#ff4d00
interdisciplinaryprograms,Liberal Arts and Engineering Studies,Liberal Arts and Engineering Studies,HNRS/PHYS 132,General Physics II,#ff4d00
interdisciplinaryprograms,Liberal Arts and Engineering Studies,Liberal Arts and Engineering Studies,HNRS 134/PHYS 141,General Physics IA,#ff4d00
interdisciplinaryprograms,Liberal Arts and Engineering Studies,Liberal Arts and Engineering Studies,COMS 311,Communication Theory,#ff4d00
interdisciplinaryprograms,Liberal Arts and Engineering Studies,Liberal Arts and Engineering Studies,IME 314,Engineering Economics,#ff4d00
interdisciplinaryprograms,Liberal Arts and Engineering Studies,Liberal Arts and Engineering Studies,HNRS 304/ISLA 303,Values and Technology,#ff4d00
interdisciplinaryprograms,Liberal Arts and Engineering Studies,Liberal Arts and Engineering Studies,CPE/CSC 476,Real-Time 3D Computer Graphics Software,#ff4d00
interdisciplinaryprograms,Liberal Arts and Engineering Studies,Liberal Arts and Engineering Studies,TH 434,Lighting Design,#ff4d00
interdisciplinaryprograms,Liberal Arts and Engineering Studies,Liberal Arts and Engineering Studies,CSC 248,Discrete Structures,#ff4d00
interdisciplinaryprograms,Liberal Arts and Engineering Studies,Liberal Arts and Engineering Studies,EE 112,Electric Circuit Analysis I,#ff4d00
interdisciplinaryprograms,Liberal Arts and Engineering Studies,Liberal Arts and Engineering Studies,GRC 201,Digital Publishing Systems,#ff4d00
interdisciplinaryprograms,Liberal Arts and Engineering Studies,Liberal Arts and Engineering Studies,IME 223,Process Improvement Fundamentals,#ff4d00
collegeofsciencemathematics,Liberal Studies,Liberal Studies,BIO 232,Human Anatomy and Physiology II,#5cf7a6
collegeofsciencemathematics,Liberal Studies,Liberal Studies,HIST 201/HNRS 203,United States History to 1865 (D1) 1,#5cf7a6
collegeofsciencemathematics,Liberal Studies,Liberal Studies,POLS 349,Contemporary American Political Thought,#5cf7a6
collegeofsciencemathematics,Liberal Studies,Liberal Studies,SOC 309,The World System and Its Problems,#5cf7a6
collegeofsciencemathematics,Liberal Studies,Liberal Studies,PSY 350,Teamwork,#5cf7a6
collegeofsciencemathematics,Liberal Studies,Liberal Studies,ENGL/HNRS 347,African American Literature (USCP),#5cf7a6
collegeofsciencemathematics,Liberal Studies,Liberal Studies,CHEM 377,Chemistry of Drugs and Poisons,#5cf7a6
collegeofsciencemathematics,Liberal Studies,Liberal Studies,BIO 111,General Biology (B2 & B3) 1,#5cf7a6
collegeofsciencemathematics,Liberal Studies,Liberal Studies,MSCI 330,Technologies for Ocean Discovery,#5cf7a6
collegeofsciencemathematics,Liberal Studies,Liberal Studies,SPED 420,Understanding Special Education,#5cf7a6
collegeofsciencemathematics,Liberal Studies,Liberal Studies,HNRS/MATH 143,Calculus III,#5cf7a6
collegeofsciencemathematics,Liberal Studies,Liberal Studies,HIST 322/HNRS 323,Modern America,#5cf7a6
collegeofsciencemathematics,Liberal Studies,Liberal Studies,ENGL 350,The Modern Novel,#5cf7a6
collegeofsciencemathematics,Liberal Studies,Liberal Studies,PHYS 133,General Physics III,#5cf7a6
collegeofsciencemathematics,Liberal Studies,Liberal Studies,ASTR 324,"Longitude, Navigation, and Timekeeping",#5cf7a6
collegeofsciencemathematics,Liberal Studies,Liberal Studies,ENGL/HNRS 345,Women Writers of the Twentieth and Twenty-First Centuries (USCP),#5cf7a6
collegeofsciencemathematics,Liberal Studies,Liberal Studies,ENGL 351,Modern Poetry,#5cf7a6
collegeofsciencemathematics,Liberal Studies,Liberal Studies,ENGL 330,British Literature: Beginnings to 1485,#5cf7a6
collegeofsciencemathematics,Liberal Studies,Liberal Studies,BIO 211,Biology of Plants and Animals,#5cf7a6
collegeofsciencemathematics,Liberal Studies,Liberal Studies,ENGL 340,American Literature: Beginnings-1865,#5cf7a6
collegeofsciencemathematics,Liberal Studies,Liberal Studies,MATH 442,Euclidean Geometry,#5cf7a6
collegeofsciencemathematics,Liberal Studies,Liberal Studies,PHYS 121,College Physics I,#5cf7a6
collegeofsciencemathematics,Liberal Studies,Liberal Studies,ENGL 391,Topics in Applied Linguistics,#5cf7a6
collegeofsciencemathematics,Liberal Studies,Liberal Studies,HIST/HNRS 335,"Modern Europe, 1914-Present",#5cf7a6
collegeofsciencemathematics,Liberal Studies,Liberal Studies,CD/PSY 417,Interpersonal Relationships in Childhood and Adolescence,#5cf7a6
collegeofsciencemathematics,Liberal Studies,Liberal Studies,ENGL 499,Practicum in Teaching English to Speakers of Other Languages,#5cf7a6
collegeofsciencemathematics,Liberal Studies,Liberal Studies,LS 214,Constitutional Issues in the History of U.S. and California Education,#5cf7a6
collegeofsciencemathematics,Liberal Studies,Liberal Studies,ENGL 339,Introduction to Shakespeare,#5cf7a6
collegeofsciencemathematics,Liberal Studies,Liberal Studies,ENGL 334,British Literature: 1832-1914,#5cf7a6
collegeofsciencemathematics,Liberal Studies,Liberal Studies,ASTR 102,Introduction to Stars and Galaxies,#5cf7a6
collegeofsciencemathematics,Liberal Studies,Liberal Studies,ES 381,The Social Construction of Whiteness,#5cf7a6
collegeofsciencemathematics,Liberal Studies,Liberal Studies,EDUC 427,"Theories, Methods, and Assessment of First and Second Language Acquisition in Schools 4",#5cf7a6
collegeofsciencemathematics,Liberal Studies,Liberal Studies,POLS 112,American and California Government,#5cf7a6
collegeofsciencemathematics,Liberal Studies,Liberal Studies,LS 301,Liberal Studies Career Preparation,#5cf7a6
collegeofsciencemathematics,Liberal Studies,Liberal Studies,BOT 121,General Botany,#5cf7a6
collegeofsciencemathematics,Liberal Studies,Liberal Studies,ENGL/HNRS 342,American Literature: 1914-1956,#5cf7a6
collegeofsciencemathematics,Liberal Studies,Liberal Studies,CD 356,Behavioral Disorders in Childhood,#5cf7a6
collegeofsciencemathematics,Liberal Studies,Liberal Studies,MSCI 440,Communicating Ocean Sciences to Informal Audiences,#5cf7a6
collegeofsciencemathematics,Liberal Studies,Liberal Studies,PSY 318,Psychology of Aging,#5cf7a6
collegeofsciencemathematics,Liberal Studies,Liberal Studies,MATH 300,Technology in Mathematics Education,#5cf7a6
collegeofsciencemathematics,Liberal Studies,Liberal Studies,MATH 328,Mathematics for Elementary Teaching II,#5cf7a6
collegeofsciencemathematics,Liberal Studies,Liberal Studies,GEOG 308,Global Geography (Upper-Division D) 1,#5cf7a6
collegeofsciencemathematics,Liberal Studies,Liberal Studies,BOT 311,"Plants, People and Civilization",#5cf7a6
collegeofsciencemathematics,Liberal Studies,Liberal Studies,MCRO 342,Public Health Microbiology,#5cf7a6
collegeofsciencemathematics,Liberal Studies,Liberal Studies,HLTH/KINE 443,Health Education for Teachers,#5cf7a6
collegeofsciencemathematics,Liberal Studies,Liberal Studies,MATH 248,Methods of Proof in Mathematics,#5cf7a6
collegeofsciencemathematics,Liberal Studies,Liberal Studies,ERSC 223,Rocks and Minerals,#5cf7a6
collegeofsciencemathematics,Liberal Studies,Liberal Studies,ENGL 331,British Literature: 1485-1660,#5cf7a6
collegeofsciencemathematics,Liberal Studies,Liberal Studies,STAT 410,"Statistics Education: Pedagogy, Content, Technology, and Assessment",#5cf7a6
collegeofsciencemathematics,Liberal Studies,Liberal Studies,CD/PSY 256,Developmental Psychology,#5cf7a6
collegeofsciencemathematics,Liberal Studies,Liberal Studies,PSC 201,Physical Oceanography,#5cf7a6
collegeofsciencemathematics,Liberal Studies,Liberal Studies,PHYS 330,Teaching Physics,#5cf7a6
collegeofsciencemathematics,Liberal Studies,Liberal Studies,ENGL/HNRS 343,American Literature: 1956-Present,#5cf7a6
collegeofsciencemathematics,Liberal Studies,Liberal Studies,STAT 130,Introduction to Statistical Reasoning 3,#5cf7a6
collegeofsciencemathematics,Liberal Studies,Liberal Studies,CD 351,Learning in Out-of-School Time,#5cf7a6
collegeofsciencemathematics,Liberal Studies,Liberal Studies,LS 201,Orientation to Liberal Studies,#5cf7a6
collegeofsciencemathematics,Liberal Studies,Liberal Studies,BIO 302,Human Genetics,#5cf7a6
collegeofsciencemathematics,Liberal Studies,Liberal Studies,HIST 316,Modern East Asia,#5cf7a6
collegeofsciencemathematics,Liberal Studies,Liberal Studies,CHEM 349,Chemical and Biological Warfare,#5cf7a6
collegeofsciencemathematics,Liberal Studies,Liberal Studies,CD 424,Children's Development in Diverse Cultures,#5cf7a6
collegeofsciencemathematics,Liberal Studies,Liberal Studies,ENGR 322/HNRS 302/SCM 302,The Learn By Doing Lab Teaching Practicum 2,#5cf7a6
collegeofsciencemathematics,Liberal Studies,Liberal Studies,ENGL 346,Ethnic American Literature (USCP),#5cf7a6
collegeofsciencemathematics,Liberal Studies,Liberal Studies,CHEM 128,General Chemistry for Agriculture and Life Science II,#5cf7a6
collegeofsciencemathematics,Liberal Studies,Liberal Studies,BIO 114,Plant Diversity and Ecology,#5cf7a6
collegeofsciencemathematics,Liberal Studies,Liberal Studies,ENGL/HNRS 333,British Literature: 1798-1832,#5cf7a6
collegeofsciencemathematics,Liberal Studies,Liberal Studies,PSY 475,The Social Psychology of Prejudice,#5cf7a6
collegeofsciencemathematics,Liberal Studies,Liberal Studies,PHYS 111,Contemporary Physics for Nonscientists,#5cf7a6
collegeofsciencemathematics,Liberal Studies,Liberal Studies,GEOL 102,Introduction to Geology,#5cf7a6
collegeofsciencemathematics,Liberal Studies,Liberal Studies,PSC 103,The Physical Environment: Earth,#5cf7a6
collegeofsciencemathematics,Liberal Studies,Liberal Studies,HIST 313,Modern Middle East,#5cf7a6
collegeofsciencemathematics,Liberal Studies,Liberal Studies,ENGL 498,Approaches to Teaching English to Speakers of Other Languages,#5cf7a6
collegeofsciencemathematics,Liberal Studies,Liberal Studies,ENGL/HNRS 341,American Literature: 1865-1914,#5cf7a6
collegeofsciencemathematics,Liberal Studies,Liberal Studies,ENGL/HNRS 332,British Literature: 1660-1798,#5cf7a6
collegeofsciencemathematics,Liberal Studies,Liberal Studies,PSY 325,Introduction to Positive Psychology,#5cf7a6
collegeofsciencemathematics,Liberal Studies,Liberal Studies,LS 370,Performing Arts in the Elementary Classroom,#5cf7a6
collegeofsciencemathematics,Liberal Studies,Liberal Studies,HNRS 134/PHYS 141,General Physics IA,#5cf7a6
collegeofsciencemathematics,Liberal Studies,Liberal Studies,CHEM 312,Survey of Organic Chemistry,#5cf7a6
collegeofsciencemathematics,Liberal Studies,Liberal Studies,MATH 419,Introduction to the History of Mathematics,#5cf7a6
collegeofsciencemathematics,Liberal Studies,Liberal Studies,CHEM 125,General Chemistry for Physical Science and Engineering II,#5cf7a6
collegeofsciencemathematics,Liberal Studies,Liberal Studies,HIST 210,"World History I (D2) 1, 2",#5cf7a6
collegeofsciencemathematics,Liberal Studies,Liberal Studies,ASTR 101,Introduction to the Solar System (B1) 1,#5cf7a6
collegeofsciencemathematics,Liberal Studies,Liberal Studies,MATH 341,Theory of Numbers,#5cf7a6
collegeofsciencemathematics,Liberal Studies,Liberal Studies,GEOL 206,Geologic Excursions,#5cf7a6
collegeofsciencemathematics,Liberal Studies,Liberal Studies,CD/PSY 460,Child Abuse and Neglect,#5cf7a6
collegeofsciencemathematics,Liberal Studies,Liberal Studies,COMS 316,Intercultural Communication,#5cf7a6
collegeofsciencemathematics,Liberal Studies,Liberal Studies,CHEM 313,Survey of Biochemistry and Biotechnology,#5cf7a6
collegeofsciencemathematics,Liberal Studies,Liberal Studies,HIST/HNRS 223,"World History, 1800 - Present",#5cf7a6
collegeofsciencemathematics,Liberal Studies,Liberal Studies,CHEM 126,General Chemistry for Physical Science and Engineering III,#5cf7a6
collegeofsciencemathematics,Liberal Studies,Liberal Studies,CD 305,Early and Middle Childhood Development,#5cf7a6
collegeofsciencemathematics,Liberal Studies,Liberal Studies,HIST 338,Modern Latin America,#5cf7a6
collegeofsciencemathematics,Liberal Studies,Liberal Studies,HIST 307,European Thought 1800-2000,#5cf7a6
collegeofsciencemathematics,Liberal Studies,Liberal Studies,CD/EDUC 207,Children's Learning and Development in Educational Settings,#5cf7a6
collegeofsciencemathematics,Liberal Studies,Liberal Studies,HIST 222,"World History, 1000 - 1800",#5cf7a6
collegeofsciencemathematics,Liberal Studies,Liberal Studies,CHEM 127,General Chemistry for Agriculture and Life Science I,#5cf7a6
collegeofsciencemathematics,Liberal Studies,Liberal Studies,CHEM 110,World of Chemistry,#5cf7a6
collegeofsciencemathematics,Liberal Studies,Liberal Studies,POLS 348,Early American Political Thought,#5cf7a6
collegeofsciencemathematics,Liberal Studies,Liberal Studies,ENGL 311,Advanced Rhetorical Inquiry and Composing,#5cf7a6
collegeofsciencemathematics,Liberal Studies,Liberal Studies,LS 461,Senior Project Seminar,#5cf7a6
collegeofsciencemathematics,Liberal Studies,Liberal Studies,PSY 357,Cognition,#5cf7a6
collegeofsciencemathematics,Liberal Studies,Liberal Studies,HIST 341,Modern Central America,#5cf7a6
collegeofsciencemathematics,Liberal Studies,Liberal Studies,PSY 320,Health Psychology,#5cf7a6
collegeofsciencemathematics,Liberal Studies,Liberal Studies,HIST 208,Survey of California History (USCP),#5cf7a6
collegeofsciencemathematics,Liberal Studies,Liberal Studies,PSC 320,"Energy, Society and the Environment",#5cf7a6
collegeofsciencemathematics,Liberal Studies,Liberal Studies,LS 411,Advanced History/Social Sciences Integration for the K-8 Classroom,#5cf7a6
collegeofsciencemathematics,Liberal Studies,Liberal Studies,PSY/WGS 324,Psychology of Gender,#5cf7a6
collegeofsciencemathematics,Liberal Studies,Liberal Studies,BIO/CHEM 308,Genetic Engineering Technology,#5cf7a6
collegeofsciencemathematics,Liberal Studies,Liberal Studies,SCM 360,Selected Environmental Issues of California's Central Coast,#5cf7a6
collegeofsciencemathematics,Liberal Studies,Liberal Studies,BOT 326,Plant Ecology,#5cf7a6
collegeofsciencemathematics,Liberal Studies,Liberal Studies,KINE 310,Concepts and Applications in Elementary Physical Education,#5cf7a6
collegeofsciencemathematics,Liberal Studies,Liberal Studies,ENGL 368,Theory and Practice of Peer-to-Peer Writing Instruction,#5cf7a6
collegeofsciencemathematics,Liberal Studies,Liberal Studies,MCRO 221,Microbiology,#5cf7a6
collegeofsciencemathematics,Liberal Studies,Liberal Studies,HIST/HNRS 334,"Modern Europe, 1789-1914",#5cf7a6
collegeofsciencemathematics,Liberal Studies,Liberal Studies,PHYS 123,College Physics III,#5cf7a6
collegeofsciencemathematics,Liberal Studies,Liberal Studies,LS 211,Visual Arts in the Elementary Classroom,#5cf7a6
collegeofsciencemathematics,Liberal Studies,Liberal Studies,MATH 329,Mathematics for Elementary Teaching III,#5cf7a6
collegeofsciencemathematics,Liberal Studies,Liberal Studies,EDUC 428,Foundations of K-8 Literacy Teaching and Learning in Schools with Diverse Populations 4,#5cf7a6
collegeofsciencemathematics,Liberal Studies,Liberal Studies,SOC 315,Global Race and Ethnic Relations,#5cf7a6
collegeofsciencemathematics,Liberal Studies,Liberal Studies,CD/PSY 306,Adolescence,#5cf7a6
collegeofsciencemathematics,Liberal Studies,Liberal Studies,PSC 102,Atoms and Molecules,#5cf7a6
collegeofsciencemathematics,Liberal Studies,Liberal Studies,GEOL 203,The Geologic Record: Fossils and the History of Life,#5cf7a6
collegeofsciencemathematics,Liberal Studies,Liberal Studies,ENGL 497,Theories of Language Learning and Teaching,#5cf7a6
collegeofsciencemathematics,Liberal Studies,Liberal Studies,ENGL 290,Introduction to Linguistics 1,#5cf7a6
collegeofsciencemathematics,Liberal Studies,Liberal Studies,LS 250,Field Experience in the Elementary Classroom II,#5cf7a6
collegeofsciencemathematics,Liberal Studies,Liberal Studies,MATH 330,Algebraic Thinking with Technology,#5cf7a6
collegeofsciencemathematics,Liberal Studies,Liberal Studies,HNRS/PHIL 230,Philosophical Classics: Knowledge and Reality (C2),#5cf7a6
collegeofsciencemathematics,Liberal Studies,Liberal Studies,ENGL/HNRS 352,Modern Drama,#5cf7a6
collegeofsciencemathematics,Liberal Studies,Liberal Studies,POLS 319,United States Congress,#5cf7a6
collegeofsciencemathematics,Liberal Studies,Liberal Studies,ENGL/LS 255,Children's Literature in a Diverse Society (Lower-Division C Elective) 1,#5cf7a6
collegeofsciencemathematics,Liberal Studies,Liberal Studies,POLS 315,The American Presidency,#5cf7a6
collegeofsciencemathematics,Liberal Studies,Liberal Studies,HNRS/MATH 142,Calculus II,#5cf7a6
collegeofsciencemathematics,Liberal Studies,Liberal Studies,CD 350,Developmental Issues in Education,#5cf7a6
collegeofsciencemathematics,Liberal Studies,Liberal Studies,HNRS/MATH 141,Calculus I,#5cf7a6
collegeofsciencemathematics,Liberal Studies,Liberal Studies,HIST 319,Modern South and Southeast Asia,#5cf7a6
collegeofsciencemathematics,Liberal Studies,Liberal Studies,NR 306,Natural Resource Ecology and Habitat Management,#5cf7a6
collegeofsciencemathematics,Liberal Studies,Liberal Studies,PSC 101,Matter and Energy (GE Electives) 1,#5cf7a6
collegeofsciencemathematics,Liberal Studies,Liberal Studies,ENGL 361,Reading Instruction for the Teaching of Young Adult Literature,#5cf7a6
collegeofsciencemathematics,Liberal Studies,Liberal Studies,BIO 305,Biology of Cancer,#5cf7a6
collegeofsciencemathematics,Liberal Studies,Liberal Studies,MATH 335,Graph Theory,#5cf7a6
collegeofsciencemathematics,Liberal Studies,Liberal Studies,HIST 221,"World History, Beginnings to 1000 1",#5cf7a6
collegeofsciencemathematics,Liberal Studies,Liberal Studies,HIST 310/HNRS 312,East Asian Culture and Civilization,#5cf7a6
collegeofsciencemathematics,Liberal Studies,Liberal Studies,CHEM 124,General Chemistry for Physical Science and Engineering I,#5cf7a6
collegeofsciencemathematics,Liberal Studies,Liberal Studies,LS 305,Project Based Learning in STEM Education 2,#5cf7a6
collegeofsciencemathematics,Liberal Studies,Liberal Studies,MSCI 111,Survey of Marine Biology,#5cf7a6
collegeofsciencemathematics,Liberal Studies,Liberal Studies,MATH 336,Combinatorial Math,#5cf7a6
collegeofsciencemathematics,Liberal Studies,Liberal Studies,PSY 201,General Psychology (E) 1,#5cf7a6
collegeofsciencemathematics,Liberal Studies,Liberal Studies,CD 304,Infant and Toddler Development,#5cf7a6
collegeofsciencemathematics,Liberal Studies,Liberal Studies,BIO 231,Human Anatomy and Physiology I,#5cf7a6
collegeofsciencemathematics,Liberal Studies,Liberal Studies,MATH 227,Mathematics for Elementary Teaching I (B4) 1,#5cf7a6
collegeofsciencemathematics,Liberal Studies,Liberal Studies,CHEM 129,General Chemistry for Agriculture and Life Science III,#5cf7a6
collegeofsciencemathematics,Liberal Studies,Liberal Studies,PHYS 122,College Physics II,#5cf7a6
collegeofsciencemathematics,Liberal Studies,Liberal Studies,LS 230,Field Experience in the Elementary Classroom I,#5cf7a6
collegeofsciencemathematics,Liberal Studies,Liberal Studies,HNRS/PHYS 132,General Physics II,#5cf7a6
collegeofsciencemathematics,Liberal Studies,Liberal Studies,MCRO 421,Food Microbiology,#5cf7a6
collegeofsciencemathematics,Liberal Studies,Liberal Studies,PSY 340,Biopsychology,#5cf7a6
collegeofsciencemathematics,Liberal Studies,Liberal Studies,PSY 305,Personality,#5cf7a6
collegeofsciencemathematics,Liberal Studies,Liberal Studies,GEOL 305,Seismology and Earth Structure,#5cf7a6
collegeofsciencemathematics,Liberal Studies,Liberal Studies,CD/PSY 254,Family Psychology,#5cf7a6
collegeofsciencemathematics,Liberal Studies,Liberal Studies,LS 310,Storytelling: Modern Applications of Traditional Narrative,#5cf7a6
