Programs,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
Communication Studies,0.6923076923076923,0.0,0.038461538461538464,0.0,0.038461538461538464,0.0,0.0,0.11538461538461539,0.07692307692307693,0.0,0.0,0.038461538461538464,0.0,0.0,0.038461538461538464,0.07692307692307693,0.0,0.0,0.0,0.038461538461538464,0.0,0.07692307692307693,0.0,0.038461538461538464,0.038461538461538464,0.038461538461538464,0.038461538461538464,0.0,0.0,0.038461538461538464
Comparative Ethnic Studies,1.5897435897435896,0.02564102564102564,0.10256410256410256,0.08974358974358974,0.01282051282051282,0.08974358974358974,0.0,0.07051282051282051,0.00641025641025641,0.08333333333333333,0.00641025641025641,0.02564102564102564,0.08333333333333333,0.03205128205128205,0.05128205128205128,0.32051282051282054,0.00641025641025641,0.01282051282051282,0.00641025641025641,0.00641025641025641,0.10256410256410256,0.03205128205128205,0.04487179487179487,0.0,0.23076923076923078,0.00641025641025641,0.0641025641025641,0.01282051282051282,0.0,0.038461538461538464
Computer Engineering,0.060240963855421686,0.6746987951807228,0.012048192771084338,0.07228915662650602,0.13253012048192772,0.03614457831325301,0.03614457831325301,0.03614457831325301,0.012048192771084338,0.024096385542168676,0.0,0.12048192771084337,0.04819277108433735,0.060240963855421686,0.060240963855421686,0.0,0.24096385542168675,0.12048192771084337,0.10843373493975904,0.060240963855421686,0.012048192771084338,0.21686746987951808,0.0,0.0,0.012048192771084338,0.0,0.0,0.37349397590361444,0.2891566265060241,0.012048192771084338
Computer Science,0.022727272727272728,0.6761363636363636,0.05113636363636364,0.05113636363636364,0.0625,0.011363636363636364,0.13636363636363635,0.03409090909090909,0.03409090909090909,0.005681818181818182,0.005681818181818182,0.1590909090909091,0.0625,0.07954545454545454,0.028409090909090908,0.011363636363636364,0.08522727272727272,0.022727272727272728,0.017045454545454544,0.16477272727272727,0.03977272727272727,0.19318181818181818,0.0,0.0,0.045454545454545456,0.03409090909090909,0.0,0.09090909090909091,0.14772727272727273,0.028409090909090908
Construction Management,0.05555555555555555,0.05555555555555555,0.09259259259259259,0.037037037037037035,0.018518518518518517,0.0,0.037037037037037035,0.14814814814814814,0.07407407407407407,0.037037037037037035,0.0,0.0,0.037037037037037035,0.0,0.018518518518518517,0.018518518518518517,0.05555555555555555,0.0,0.0,0.05555555555555555,0.1111111111111111,1.1666666666666667,0.1111111111111111,0.0,0.2037037037037037,0.3148148148148148,0.07407407407407407,0.018518518518518517,0.037037037037037035,0.0
Dairy Science,0.0449438202247191,0.10112359550561797,0.033707865168539325,0.33707865168539325,0.02247191011235955,0.011235955056179775,0.24719101123595505,0.06741573033707865,0.0,0.23595505617977527,0.0,0.0,0.033707865168539325,0.9213483146067416,0.0,0.02247191011235955,0.0449438202247191,0.0,0.0,0.0449438202247191,0.14606741573033707,0.02247191011235955,0.056179775280898875,0.0,0.11235955056179775,0.011235955056179775,0.0,0.0,0.12359550561797752,0.0449438202247191
Economics,0.15,0.75,0.0,0.05,0.05,0.0,0.0,0.45,0.0,0.0,0.0,0.1,0.05,0.0,0.0,0.05,0.0,0.05,0.05,0.25,0.55,0.25,0.0,0.0,0.0,0.05,0.0,0.05,0.05,0.0
Electrical Engineering,0.009302325581395349,0.5627906976744186,0.0,0.046511627906976744,0.17209302325581396,0.05116279069767442,0.06976744186046512,0.037209302325581395,0.018604651162790697,0.0,0.0,0.07441860465116279,0.07441860465116279,0.09767441860465116,0.17674418604651163,0.0,0.15348837209302327,0.05581395348837209,0.15348837209302327,0.06046511627906977,0.05581395348837209,0.19069767441860466,0.009302325581395349,0.0,0.06046511627906977,0.023255813953488372,0.0,0.26046511627906976,0.10697674418604651,0.018604651162790697
English,0.5166666666666667,0.0,0.06666666666666667,0.016666666666666666,0.03333333333333333,0.03333333333333333,0.0,0.016666666666666666,0.05,0.0,0.0,0.4666666666666667,0.0,0.0,0.0,0.31666666666666665,0.0,0.06666666666666667,0.0,0.03333333333333333,0.0,0.016666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Environmental Earth and Soil Sciences,0.22624434389140272,0.14027149321266968,0.027149321266968326,0.37104072398190047,0.04072398190045249,0.058823529411764705,0.05429864253393665,0.04524886877828054,0.0,0.07239819004524888,0.0,0.02262443438914027,0.013574660633484163,0.07692307692307693,0.00904977375565611,0.0,0.03167420814479638,0.0,0.02262443438914027,0.01809954751131222,0.00904977375565611,0.06787330316742081,0.7647058823529411,0.0,0.8959276018099548,0.01809954751131222,0.06334841628959276,0.004524886877828055,0.03619909502262444,0.11312217194570136
Environmental Engineering,0.0,0.2833333333333333,0.016666666666666666,0.08333333333333333,0.0,0.0,0.23333333333333334,0.0,0.03333333333333333,0.05,0.0,0.0,0.0,0.05,0.0,0.03333333333333333,0.11666666666666667,0.0,0.1,0.11666666666666667,0.016666666666666666,0.05,0.3333333333333333,0.0,0.6,0.05,0.016666666666666666,0.0,0.0,0.05
Environmental Management and Protection,0.27232142857142855,0.09821428571428571,0.026785714285714284,0.3705357142857143,0.03571428571428571,0.05803571428571429,0.08035714285714286,0.06696428571428571,0.0,0.07142857142857142,0.0,0.008928571428571428,0.013392857142857142,0.08482142857142858,0.008928571428571428,0.0,0.022321428571428572,0.0,0.013392857142857142,0.017857142857142856,0.008928571428571428,0.06696428571428571,0.6919642857142857,0.0,0.9419642857142857,0.008928571428571428,0.08928571428571429,0.004464285714285714,0.04017857142857143,0.17857142857142858
Food Science,0.13636363636363635,0.10606060606060606,0.015151515151515152,0.22727272727272727,0.0,0.0,0.25757575757575757,0.06060606060606061,0.0,0.18181818181818182,0.0,0.0,0.030303030303030304,1.4696969696969697,0.0,0.09090909090909091,0.07575757575757576,0.0,0.030303030303030304,0.015151515151515152,0.0,0.06060606060606061,0.10606060606060606,0.0,0.15151515151515152,0.0,0.015151515151515152,0.0,0.3939393939393939,0.030303030303030304
Forest and Fire Sciences,0.25112107623318386,0.10762331838565023,0.026905829596412557,0.3811659192825112,0.03587443946188341,0.05829596412556054,0.05829596412556054,0.05829596412556054,0.0,0.08071748878923767,0.0,0.008968609865470852,0.013452914798206279,0.08071748878923767,0.013452914798206279,0.004484304932735426,0.02242152466367713,0.0,0.013452914798206279,0.017937219730941704,0.008968609865470852,0.06726457399103139,0.8340807174887892,0.0,1.0134529147982063,0.008968609865470852,0.08968609865470852,0.004484304932735426,0.03587443946188341,0.14349775784753363
General Engineering,0.0,0.2692307692307692,0.0,0.057692307692307696,0.0,0.0,0.38461538461538464,0.0,0.038461538461538464,0.0,0.0,0.038461538461538464,0.019230769230769232,0.019230769230769232,0.0,0.0,0.17307692307692307,0.0,0.1346153846153846,0.11538461538461539,0.019230769230769232,0.09615384615384616,0.038461538461538464,0.0,0.019230769230769232,0.019230769230769232,0.0,0.07692307692307693,0.0,0.07692307692307693
Graphic Communication,0.11940298507462686,0.16417910447761194,0.0,0.13432835820895522,0.9253731343283582,0.34328358208955223,0.029850746268656716,0.29850746268656714,0.08955223880597014,0.04477611940298507,0.0,0.029850746268656716,0.014925373134328358,0.16417910447761194,0.0,0.07462686567164178,0.04477611940298507,0.0,0.0,0.014925373134328358,0.05970149253731343,0.1791044776119403,0.0,0.0,0.08955223880597014,0.07462686567164178,0.05970149253731343,0.08955223880597014,0.4925373134328358,0.0
History,1.5777777777777777,0.0,0.0,0.0,0.0,0.0,0.0,0.022222222222222223,0.044444444444444446,0.0,0.0,0.26666666666666666,0.0,0.0,0.022222222222222223,0.13333333333333333,0.0,0.044444444444444446,0.0,0.0,0.06666666666666667,0.022222222222222223,0.0,0.0,0.022222222222222223,0.022222222222222223,0.0,0.0,0.0,0.022222222222222223
Industrial Engineering,0.17647058823529413,0.6470588235294118,0.0196078431372549,0.09803921568627451,0.049019607843137254,0.1568627450980392,0.058823529411764705,0.09803921568627451,0.0392156862745098,0.00980392156862745,0.0,0.0196078431372549,0.0392156862745098,0.08823529411764706,0.058823529411764705,0.0196078431372549,0.13725490196078433,0.00980392156862745,0.0392156862745098,0.16666666666666666,0.058823529411764705,0.28431372549019607,0.0,0.0,0.19607843137254902,0.08823529411764706,0.0,0.19607843137254902,0.39215686274509803,0.029411764705882353
Industrial Technology and Packaging,0.041666666666666664,0.25,0.0,0.041666666666666664,0.041666666666666664,0.0,0.041666666666666664,0.25,0.041666666666666664,0.041666666666666664,0.0,0.0,0.041666666666666664,0.375,0.08333333333333333,0.08333333333333333,0.041666666666666664,0.0,0.0,0.041666666666666664,0.0,0.125,0.0,0.0,0.0,0.0,0.041666666666666664,0.125,1.0,0.0
Interdisciplinary Studies,1.1666666666666667,0.05555555555555555,0.05555555555555555,0.0,0.0,0.0,0.0,0.05555555555555555,0.05555555555555555,0.0,0.0,0.05555555555555555,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.2222222222222222,0.0,0.05555555555555555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Journalism,0.34782608695652173,0.0,0.021739130434782608,0.17391304347826086,0.5217391304347826,0.021739130434782608,0.0,0.10869565217391304,0.0,0.0,0.0,0.0,0.021739130434782608,0.0,0.06521739130434782,0.10869565217391304,0.043478260869565216,0.0,0.0,0.10869565217391304,0.0,0.021739130434782608,0.0,0.0,0.021739130434782608,0.0,0.0,0.08695652173913043,0.0,0.0
Kinesiology,0.33707865168539325,0.07865168539325842,0.12359550561797752,0.02247191011235955,0.0449438202247191,0.056179775280898875,0.1797752808988764,0.12359550561797752,0.0898876404494382,1.2134831460674158,0.011235955056179775,0.02247191011235955,0.0449438202247191,0.033707865168539325,0.0,0.16853932584269662,0.033707865168539325,0.011235955056179775,0.0,0.02247191011235955,0.0,0.033707865168539325,0.0,0.033707865168539325,0.056179775280898875,0.011235955056179775,0.1348314606741573,0.033707865168539325,0.0,0.07865168539325842
Landscape Architecture,0.044444444444444446,0.022222222222222223,0.2222222222222222,0.08888888888888889,0.13333333333333333,0.022222222222222223,0.022222222222222223,0.044444444444444446,0.06666666666666667,0.044444444444444446,0.0,0.0,0.0,0.022222222222222223,0.0,0.0,0.022222222222222223,0.0,0.0,0.022222222222222223,0.0,0.3333333333333333,0.13333333333333333,0.0,0.3333333333333333,0.0,0.13333333333333333,0.0,0.0,0.15555555555555556
Liberal Arts and Engineering Studies,0.15853658536585366,0.524390243902439,0.012195121951219513,0.0975609756097561,0.23170731707317074,0.15853658536585366,0.012195121951219513,0.07317073170731707,0.024390243902439025,0.0,0.0,0.10975609756097561,0.08536585365853659,0.06097560975609756,0.0975609756097561,0.024390243902439025,0.06097560975609756,0.04878048780487805,0.036585365853658534,0.07317073170731707,0.024390243902439025,0.25609756097560976,0.0,0.0,0.024390243902439025,0.07317073170731707,0.0,0.024390243902439025,0.13414634146341464,0.0
Liberal Studies,0.65625,0.05625,0.53125,0.10625,0.01875,0.025,0.15625,0.05,0.025,0.175,0.04375,0.05625,0.03125,0.0375,0.00625,0.13125,0.11875,0.01875,0.00625,0.0125,0.0,0.0375,0.03125,0.0,0.09375,0.01875,0.01875,0.00625,0.00625,0.15625
Manufacturing Engineering,0.14782608695652175,0.5478260869565217,0.0,0.10434782608695652,0.043478260869565216,0.13043478260869565,0.08695652173913043,0.10434782608695652,0.043478260869565216,0.008695652173913044,0.0,0.017391304347826087,0.034782608695652174,0.1391304347826087,0.0782608695652174,0.02608695652173913,0.13043478260869565,0.008695652173913044,0.034782608695652174,0.06956521739130435,0.043478260869565216,0.3652173913043478,0.0,0.0,0.17391304347826086,0.0782608695652174,0.0,0.24347826086956523,0.4434782608695652,0.017391304347826087
Marine Sciences,0.19491525423728814,0.16101694915254236,0.288135593220339,0.0423728813559322,0.00847457627118644,0.1440677966101695,0.3644067796610169,0.0423728813559322,0.025423728813559324,0.059322033898305086,0.0,0.025423728813559324,0.01694915254237288,0.03389830508474576,0.00847457627118644,0.059322033898305086,0.13559322033898305,0.0,0.01694915254237288,0.0847457627118644,0.0,0.05084745762711865,0.1016949152542373,0.0,0.4322033898305085,0.00847457627118644,0.0423728813559322,0.0,0.025423728813559324,0.3728813559322034
Materials Engineering,0.01,0.2,0.19,0.05,0.01,0.04,0.15,0.08,0.02,0.01,0.0,0.01,0.05,0.13,0.0,0.02,0.12,0.0,0.06,0.05,0.04,0.22,0.01,0.0,0.1,0.04,0.0,0.37,0.17,0.0
Mathematics,0.018518518518518517,0.2037037037037037,0.05555555555555555,0.009259259259259259,0.0,0.0,0.018518518518518517,0.018518518518518517,0.027777777777777776,0.0,0.009259259259259259,0.08333333333333333,0.037037037037037035,0.027777777777777776,0.009259259259259259,0.046296296296296294,0.48148148148148145,0.18518518518518517,0.14814814814814814,0.25,0.027777777777777776,0.08333333333333333,0.0,0.0,0.009259259259259259,0.0,0.0,0.018518518518518517,0.06481481481481481,0.0
Mechanical Engineering,0.015873015873015872,0.42063492063492064,0.023809523809523808,0.09523809523809523,0.05555555555555555,0.007936507936507936,0.031746031746031744,0.0,0.11904761904761904,0.0,0.0,0.007936507936507936,0.05555555555555555,0.0873015873015873,0.1349206349206349,0.10317460317460317,0.0873015873015873,0.007936507936507936,0.031746031746031744,0.031746031746031744,0.0,0.30952380952380953,0.03968253968253968,0.0,0.05555555555555555,0.047619047619047616,0.007936507936507936,0.2222222222222222,0.1746031746031746,0.0
Microbiology,0.06382978723404255,0.20212765957446807,0.02127659574468085,0.22340425531914893,0.0,0.010638297872340425,0.5425531914893617,0.031914893617021274,0.031914893617021274,0.26595744680851063,0.0,0.02127659574468085,0.010638297872340425,0.425531914893617,0.0,0.06382978723404255,0.11702127659574468,0.0,0.02127659574468085,0.07446808510638298,0.0,0.0425531914893617,0.10638297872340426,0.0,0.1702127659574468,0.0,0.0,0.010638297872340425,0.09574468085106383,0.09574468085106383
Music,0.11666666666666667,0.016666666666666666,0.06666666666666667,0.016666666666666666,0.016666666666666666,0.0,0.0,0.0,0.26666666666666666,0.0,0.0,0.0,1.4833333333333334,0.016666666666666666,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.016666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.016666666666666666,0.0
Nutrition,0.18627450980392157,0.049019607843137254,0.0784313725490196,0.10784313725490197,0.0,0.0392156862745098,0.3627450980392157,0.08823529411764706,0.00980392156862745,0.7450980392156863,0.029411764705882353,0.00980392156862745,0.049019607843137254,0.18627450980392157,0.0,0.0784313725490196,0.12745098039215685,0.0,0.029411764705882353,0.029411764705882353,0.029411764705882353,0.06862745098039216,0.00980392156862745,0.0,0.029411764705882353,0.0,0.06862745098039216,0.00980392156862745,0.029411764705882353,0.08823529411764706
Philosophy,0.47368421052631576,0.05263157894736842,0.05263157894736842,0.0,0.0,0.05263157894736842,0.0,0.02631578947368421,0.0,0.05263157894736842,0.0,0.0,0.0,0.0,0.05263157894736842,0.02631578947368421,0.02631578947368421,0.15789473684210525,0.0,0.0,0.0,0.02631578947368421,0.0,0.05263157894736842,0.02631578947368421,0.0,0.0,0.0,0.05263157894736842,0.02631578947368421
Physics,0.23076923076923078,0.05128205128205128,0.0,0.0,0.05128205128205128,0.10256410256410256,0.07692307692307693,0.0,0.02564102564102564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1794871794871795,0.0,0.4358974358974359,0.0,0.0,0.0,0.0,0.0,0.05128205128205128,0.0,0.0,0.23076923076923078,0.05128205128205128,0.0
Political Science,1.0875,0.0875,0.025,0.0375,0.0,0.0125,0.0,0.2375,0.0,0.025,0.0,0.05,0.0,0.025,0.0625,0.0625,0.0375,0.0,0.0,0.0375,0.0125,0.075,0.05,0.0125,0.125,0.0125,0.05,0.0625,0.0,0.025
Public Health,0.5517241379310345,0.07758620689655173,0.09482758620689655,0.0603448275862069,0.017241379310344827,0.02586206896551724,0.1810344827586207,0.12931034482758622,0.0,1.0517241379310345,0.008620689655172414,0.23275862068965517,0.017241379310344827,0.06896551724137931,0.0,0.02586206896551724,0.0603448275862069,0.0,0.0,0.09482758620689655,0.0,0.05172413793103448,0.008620689655172414,0.0,0.21551724137931033,0.008620689655172414,0.1206896551724138,0.017241379310344827,0.0,0.09482758620689655
Psychology,0.8421052631578947,0.07017543859649122,0.22807017543859648,0.0,0.0,0.05263157894736842,0.12280701754385964,0.07017543859649122,0.017543859649122806,0.15789473684210525,0.05263157894736842,0.05263157894736842,0.0,0.017543859649122806,0.017543859649122806,0.08771929824561403,0.03508771929824561,0.0,0.0,0.017543859649122806,0.0,0.017543859649122806,0.0,0.0,0.03508771929824561,0.0,0.07017543859649122,0.03508771929824561,0.0,0.15789473684210525
"Recreation, Parks, and Tourism Administration",0.591304347826087,0.05217391304347826,0.0782608695652174,0.08695652173913043,0.06956521739130435,0.0782608695652174,0.0,0.28695652173913044,0.017391304347826087,0.09565217391304348,0.0,0.008695652173913044,0.017391304347826087,0.19130434782608696,0.0,0.09565217391304348,0.043478260869565216,0.0,0.0,0.043478260869565216,0.043478260869565216,0.1391304347826087,0.008695652173913044,0.043478260869565216,0.40869565217391307,0.05217391304347826,0.1391304347826087,0.0,0.08695652173913043,0.034782608695652174
Sociology,1.2575757575757576,0.015151515151515152,0.07575757575757576,0.09090909090909091,0.015151515151515152,0.0,0.015151515151515152,0.21212121212121213,0.0,0.015151515151515152,0.06060606060606061,0.045454545454545456,0.015151515151515152,0.045454545454545456,0.07575757575757576,0.045454545454545456,0.015151515151515152,0.015151515151515152,0.0,0.015151515151515152,0.015151515151515152,0.07575757575757576,0.0,0.0,0.09090909090909091,0.015151515151515152,0.07575757575757576,0.015151515151515152,0.0,0.045454545454545456
Software Engineering,0.01948051948051948,0.7142857142857143,0.06493506493506493,0.025974025974025976,0.03896103896103896,0.012987012987012988,0.16233766233766234,0.025974025974025976,0.012987012987012988,0.006493506493506494,0.0,0.16883116883116883,0.045454545454545456,0.09090909090909091,0.032467532467532464,0.012987012987012988,0.08441558441558442,0.0,0.032467532467532464,0.18181818181818182,0.025974025974025976,0.2012987012987013,0.0,0.0,0.05194805194805195,0.03896103896103896,0.0,0.09740259740259741,0.16233766233766234,0.03896103896103896
